season,episode,actor,dialogue
1,2,GEORGE,"Yeah, me too..."
1,2,JERRY,"If I see her, what do I say that I'm doing here in the building?"
1,2,GEORGE,You came to see me. I work in the building.
1,2,JERRY,What do you do?
1,2,GEORGE,I'm an architect.
1,2,JERRY,You're an architect?
1,2,GEORGE,I'm not?
1,2,JERRY,I don't see architecture comin from you.
1,2,GEORGE,I suppose you could be an architect.
1,2,JERRY,I never said that I was the architect. Just somethin else.
1,2,GEORGE,"All right, she's not even gonna ask, if we see her, which is remote."
1,2,JERRY,"We'll whaddaya want me to say, that I just wandered in here?"
1,2,GEORGE,We're having lunch with a friend. He works in the building.
1,2,JERRY,What is his name?
1,2,GEORGE,Bert... Har... bin... son. Bert Har-bin-son.
1,2,JERRY,Bert Harbinson? It sounds made up.
1,2,GEORGE,"No good? All right, uh how about Art... Cor....."
1,2,JERRY,Art Cor...
1,2,GEORGE,...velay.
1,2,JERRY,Corvelay?
1,2,GEORGE,"Yeah, right."
1,2,JERRY,"Well, what does he do?"
1,2,GEORGE,He's an importer.
1,2,JERRY,"Just imports, no exports?"
1,2,GEORGE,"He's an importer/exporter, okay?  Elaine ever call you back?"
1,2,JERRY,"No, I guess she's still mad."
1,2,GEORGE,"I don't understand, you never talk to her about other women?"
1,2,JERRY,Never. Wait a second. That's her. On the right.
1,2,GEORGE,I forgot who I am! Who am I?!
1,2,JERRY,You're you. We're having lunch with Art Corvelay.
1,2,GEORGE,Vandelay!
1,2,JERRY,Corvelay!
1,2,GEORGE,Let me be the architect! I can do it!
1,2,JERRY,"Hey, hey. uh Pamelas birthday party, didn't I see you there? Jerry."
1,2,VANESSA,Sure! Hi!
1,2,JERRY,"Uh, this is George. I'm sorry..."
1,2,VANESSA,Vanessa.
1,2,GEORGE,Nice to meet you.
1,2,JERRY,"Ah, Sagman, Bennet, Robbins, Oppenheim and Taft."
1,2,VANESSA,"That's right! Yea, whatre you doing here?"
1,2,JERRY,"Oh, we're meeting a friend of ours for lunch. He works here in the building."
1,2,GEORGE,"Yeah, Art Vandelay."
1,2,VANESSA,Really? Which company?
1,2,JERRY,I don't know. He's an importer.
1,2,GEORGE,I don't know. He's an importer.
1,2,VANESSA,Importer?
1,2,GEORGE,...And exporter.
1,2,JERRY,He's an importer/exporter.
1,2,GEORGE,"I'm, uh, I'm an architect."
1,2,VANESSA,Really. What do you design?
1,2,GEORGE,"Uh, railroads, uh..."
1,2,VANESSA,I thought engineers do that.
1,2,GEORGE,They can...
1,2,JERRY,Yknow I'm sorry you had to leave so early the other night.
1,2,VANESSA,"Oh, me too. My cousin had to go back to Boston."
1,2,JERRY,"Oh, that guy was your cousin!"
1,2,VANESSA,"Yeah, and that woman was your..."
1,2,JERRY,Friend!
1,2,GEORGE,"I'll just, uh, get a paper..."
1,2,JERRY,"So, um, do you date uh immature men?"
1,2,VANESSA,Almost exclusively...
1,2,HELEN,Bum bum bum bum... I have no letters... Bum bum bum bum...
1,2,JERRY,"Ma, will you go already?"
1,2,HELEN,Bum bum bum bum...
1,2,JERRY,What are you doing?!
1,2,HELEN,"Wait, I just want to see something."
1,2,JERRY,"You can't look in there, we're playing!"
1,2,KRAMER,Hi.
1,2,JERRY,Hi.
1,2,MORTY,"Good evening, Mr. Kramer!"
1,2,KRAMER,Hey Morty!  Salad dressing?
1,2,JERRY,Look.
1,2,HELEN,Quo. Is that a word?
1,2,JERRY,Maybe!
1,2,HELEN,Will you challenge it?
1,2,JERRY,"Ma, you can't look up words in the dictionary!  Dad, she's cheating!"
1,2,KRAMER,Quo? That's not a word.
1,2,HELEN,You're such a stickler...
1,2,JERRY,"We'll put something down, you're taking twenty minutes on this. So is Uncle Mac and Artie, they're all coming over here before the wedding?"
1,2,HELEN,"They'll be here at two oclock. Oh, Elaine called. She said she'd be here at two-thirty. And she says Hope your meeting went we'll with Art Vandelay?"
1,2,JERRY,She said what?
1,2,HELEN,"Just what I said, here."
1,2,JERRY,"She knows! Oh, I am such a jackass."
1,2,HELEN,She knows what?
1,2,JERRY,She knows the whole stupid thing. Vanessa and the elevator...
1,2,HELEN,"No, no, no, that won't do. He may have a Z."
1,2,MORTY,"So, how did she find out?"
1,2,JERRY,"Because, Vanessa probably told Pamela, and Pamela probably told Elaine."
1,2,MORTY,"So, what are you? Afraid of her?"
1,2,JERRY,Yes. Yes I am!  What else did she say on the phone?
1,2,HELEN,Whatever I wrote down.
1,2,JERRY,"Yeah, but what was the tone in her voice? How did she sound?"
1,2,HELEN,"Who am I, Rich Little?"
1,2,MORTY,"Well, she can't be too mad. She's still coming to the wedding."
1,2,JERRY,"Yeah, but now I'm nervous."
1,2,HELEN,"Oh, stop it."
1,2,JERRY,Quone?
1,2,HELEN,...30...31...
1,2,JERRY,"Quone? No, I'm afraid that I'm going to have to challenge that."
1,2,HELEN,...32...
1,2,KRAMER,"No, you don't have to challenge that. That's a word. That's a definite word."
1,2,JERRY,I am challenging.
1,2,KRAMER,Quone. To quone something.
1,2,JERRY,Uh-huh.
1,2,HELEN,I'm not playing with you anymore.
1,2,MORTY,Quones not a word.
1,2,JERRY,No good. Sorry. There it is. Get it off.
1,2,HELEN,Why did you make me put that down?
1,2,KRAMER,"Nah, we need a medical dictionary! If a patient gets difficult, you quone him."
1,2,CAROL,"You want some funny material, you oughta come down to where I work, now that's a sitcom!"
1,2,JERRY,You must have quite a time down there.
1,2,CAROL,We got plenty of time.
1,2,JERRY,"Oh, I'm sorry. I'm just waiting for someone."
1,2,UNCLE MAC,Watch what you say to this guy. He'll put it in his next act!
1,2,JERRY,"Yeah, yeah..."
1,2,UNCLE MAC,"Jerry, did I tell you that I'm writing a book? An autobiography."
1,2,JERRY,"Yeah, Uncle Mac, you mentioned it."
1,2,UNCLE MAC,It's based on all my experiences!
1,2,JERRY,That's perfect.
1,2,JERRY,Could you excuse me one second? I'm sorry.
1,2,JERRY,"How do you do?  Uh, Jerry Seinfeld."
1,2,ELAINE,"Oh, how do you do? Elaine Benes."
1,2,JERRY,"Um, do you want to do this now, or do you want to wait until we get in the car?"
1,2,ELAINE,"Oh no, let's do it now."
1,2,JERRY,"All right, the whole elevator business, let me just explain-"
1,2,ELAINE,Okay.
1,2,ARTIE,"Jerry, we're you goin with us?"
1,2,JERRY,"No, I'm gonna take my car."
1,2,ARTIE,That's why I brought the wagon. Why the he'll did I bring the wagon?
1,2,JERRY,"Anyway, you know why I didn't ask you, I mean I felt so uncomfortable, and you we're so annoyed in the cab."
1,2,ELAINE,"Well, Jerry, I never saw you flirt with anyone before. It was quite the spectacle."
1,2,CAROL,"Jerry, we'll see you there. Bye, Elaine."
1,2,ELAINE,"Oh, bye. Good to see you."
1,2,ARTIE,"Oh, we didn't meet."
1,2,JERRY,"Oh, I'm sorry. Elaine, this is my cousin, Artie Levine."
1,2,ARTIE,Levine.
1,2,JERRY,"Yeah, Levine. And I'm Jerry Cougar Mellencamp. Anyway, I admit it was a fairly ridiculous thing to do, but I mean, I mean, obviously we have a little problem here."
1,2,ELAINE,"Yeah, obviously."
1,2,JERRY,"I mean, if we're gonna be friends, we gotta be able to talk about other people."
1,2,ELAINE,Couldn't agree more.
1,2,JERRY,Good.
1,2,ELAINE,Good.
1,2,JERRY,Good.
1,2,ELAINE,Great!
1,2,JERRY,Great? Where do you get great?
1,2,ELAINE,It's great to... talk about... other people...
1,2,JERRY,...Guys?
1,2,ELAINE,Yeah.
1,2,JERRY,"Uh-huh. Yeah. So, anybody specific?"
1,2,ELAINE,No. A general guy.
1,2,JERRY,Oh really? Elaine Marie Benes...
1,2,ELAINE,"What? No, it's not a big deal."
1,2,JERRY,"No, that's great! That's terrific!"
1,2,ELAINE,"No, we just met..."
1,2,JERRY,Doesn't matter. What's the young mans name? I would like to meet him.
1,2,ELAINE,"Hmmm, I don't think so."
1,2,JERRY,"Well, what does he do? Is he an artisan, a craftsman, a labourer of some sort?"
1,2,ELAINE,Wall street.
1,2,JERRY,"Ah, high finance. Bulls, Bears, people from Conneticut."
1,2,ELAINE,And he happens to be pretty good lookin.
1,2,JERRY,"All right, sir."
1,2,ELAINE,And... he's hilarious.
1,2,JERRY,Now that's not fair! So where did you meet this guy?
1,2,ELAINE,I staked out his health club.
1,2,JERRY,"Uh huh. When you're on a stakeout, do you find it's better to stand up against the wall, or kinda crouch down behind a big plant?"
1,2,JERRY,"Yknow I think that even if you've had a relationship with someone, or let's say, especially if you've had a relationship with someone and you try to become friends afterwards, it's very difficult. Isn't this? It's hard. Because, you know each other so we'll, you know all of each others tricks. It's like two magicians, trying to entertain each other. The one goes, Look, a rabbit. The other goes, So? I believe this is your card. Look, why don't we just saw each other in half and call it a night, okay?"
1,3,JERRY,"So I move into the centre lane, now I get ahead of this women, who felt for some reason I guess, that she thought that I cut her off. So, she pulls up along side of me, gives me the finger. It seems like such an arbitrary, ridiculous thing to just pick a finger and you show it to the person. It's a finger, what does it mean? Someone shows me one of their fingers and I'm supposed to feel bad. Is that the way it's supposed to work? I mean, you could just give someone the toe, really, couldn't you? I would feel worse if I got the toe, than if I got the finger. 'Cause it's not easy to give someone the toe, you've gotta get the shoe off, the sock off and drive, get it up and... Look at that toe, buddy. I mean, that's really insulting to get the toe, isn't it?"
1,3,JERRY,"Is that it? Got the cue tips, got the mini-umbrella, something boring to read on the plane. That's it. Done!"
1,3,ELAINE,That is the single greatest packing performance I have ever seen.
1,3,JERRY,I am...the master packer.
1,3,ELAINE,"Yeah, right, you're the master packer."
1,3,JERRY,"What you must understand, Elaine,  packing is no different than leading men into battle. You've gotta know the strengths and weaknesses of every soldier in that platoon. From a collapsible toothbrush to a pair of ordinary black socks."
1,3,ELAINE,"Scuse me, master packer..."
1,3,JERRY,Yes.
1,3,ELAINE,Just gimme your keys.
1,3,JERRY,"All right, sir. George?"
1,3,GEORGE,Yeah.
1,3,ELAINE,"Okay, so, now, is there anything else I need to know about this place?"
1,3,JERRY,"Uh, yeah, the, uh, hot water takes a little while to come on. So, the best thing to do is to turn it on, do all your shopping, you come back and take a shower."
1,3,ELAINE,"Okay, this is quite a place."
1,3,JERRY,There's more. The refrigerator.
1,3,JERRY,"Deduct a minimum of two days off all expiration dates. No meat, no leftovers, no butter. And I cannot overstate this No soft cheeses of any kind. Is that clear?"
1,3,ELAINE,I'll eat out.
1,3,JERRY,"One more thing, Benes, regarding sexual activity Strictly prohibited, but if you absolutely must, do us all a big favour. Do it in the tub."
1,3,GEORGE,Ready?
1,3,JERRY,"Yeah, one sec."
1,3,GEORGE,"Hey, Elaine."
1,3,ELAINE,Hi.
1,3,GEORGE,Coming to the airport with us?
1,3,ELAINE,"No, I'm staying here for the weekend. I'm getting a break from my roommate."
1,3,GEORGE,"Oh, the actress-waitress?"
1,3,ELAINE,"No, the waitress-actress. She just got some part in some dinner theater production of A Chorus Line. So, now all day long she's walking around the apartment singing, God, I hope I get it, I hope I get it! She's gonna get it right in her..."
1,3,GEORGE,So just kick her out.
1,3,ELAINE,She's on the lease! George you have got to find another place for me.
1,3,GEORGE,"Yeah, we'll...a little rough finding something good in your price-range. But you, my friend, may be in luck."
1,3,JERRY,I'm not looking.
1,3,GEORGE,"No no no, this ones different. This ones a beauty!"
1,3,JERRY,"Yeah, what's it like?"
1,3,GEORGE,"I havent seen it yet, but it's a two-bedroom, it's on the uh, west 83rd, bout a half block from the park?"
1,3,JERRY,How much?
1,3,GEORGE,"Uh, twice what you're payin here, but it's a great building. It's two bedrooms!"
1,3,JERRY,Two bedrooms? Why do I need two bedrooms? I got enough trouble maintaining activity in one. I saw that.
1,3,ELAINE,You oughta at least take a look at it.
1,3,JERRY,Really? Why?
1,3,ELAINE,'Cause then I could move in here.
1,3,JERRY,Ohhhh...
1,3,ELAINE,It's time you got outta here anyway.
1,3,GEORGE,"Yeah, tell im. But quickly, I'm double parked here."
1,3,ELAINE,"Listen, Jerry, this place is falling apart. You have no hot water, you can't have soft cheese..."
1,3,GEORGE,Let's not forget the radiator. The steam has been on here for ten years. No human can turn this off.
1,3,ELAINE,"Jerry, come on, you're doin okay now. You should at least take a look at this place. You shouldn't have to live like this."
1,3,JERRY,Like this? You just said you wanted to live here.
1,3,ELAINE,"Well, for me it's a step up. It's like moving from Iceland to Finland."
1,3,GEORGE,"Jerry, what do you, you wanna, you wanna see the place or not?"
1,3,JERRY,"I can't think about it now. Come on, I'm going to Minneapolis. I got four shows this weekend."
1,3,JERRY,Elaine. ELAINE!
1,3,ELAINE,"JERRY!  Jerry, oh, hi, welcome back. How we're the shows?"
1,3,JERRY,"Great, I had fun. Where's the TV, where's the VCR?"
1,3,JERRY,What?
1,3,ELAINE,They we're stolen.
1,3,JERRY,Stolen? When?
1,3,ELAINE,A couple a hours ago. The police are coming right over.
1,3,JERRY,Stolen?
1,3,ELAINE,Someone left the door open.
1,3,JERRY,You left the door open?!
1,3,KRAMER,"Uh, Jer, we'll you know, I was cookin and I, I uh, I came in to get this spatula...and I left the door open, 'cause I was gonna bring the spatula right back!"
1,3,JERRY,"Wait, you left the lock open or the door open?"
1,3,KRAMER,The door.
1,3,JERRY,The door? You left the door open?
1,3,KRAMER,"Yeah, we'll, I was gonna bring the spatula right back."
1,3,JERRY,"Yeah, and?"
1,3,KRAMER,"Well, I got caught up... watching a soap opera. The Bold And The Beautiful."
1,3,JERRY,So the door was wide open?
1,3,KRAMER,Wide open!
1,3,JERRY,And where we're you?
1,3,ELAINE,I was at Bloomingdales... waiting for the shower to heat up.
1,3,KRAMER,"Look, Jerry, I'm sorry, I'm uh- you have insurance, right buddy?"
1,3,JERRY,No.
1,3,KRAMER,How can you not have insurance?
1,3,JERRY,Because I spent my money on the Clapgo D-29. It's the most impenetrable lock on the market today. It has only one design flaw. The door... ...MUST BE CLOSED!!
